Αἴτησόν	*ai)/thso/n	αἰτέω	ai)te/w	v2sama---
φυλακῇ	fulakh=|	φυλακή	fulakh/	n-s---fd-
φωνεῖ	fwnei=	φωνέω	fwne/w	v2spie---
φωνεῖ	fwnei=	φωνέω	fwne/w	v3spia---
φωνοῦσι	fwnou=si	φωνέω	fwne/w	v-pppamd-
φωνοῦσι	fwnou=si	φωνέω	fwne/w	v-pppand-
φωνοῦσι	fwnou=si	φωνέω	fwne/w	v3ppia---
φωνή	fwnh/	φωνή	fwnh/	n-s---fn-
φωνή	fwnh/	φωνή	fwnh/	n-s---fv-
φωνήν	fwnh/n	φωνή	fwnh/	n-s---fa-
φωνῆσαι	fwnh=sai	φωνέω	fwne/w	v--ana---
φωνῆσαν	fwnh=san	φωνέω	fwne/w	v-sapann-
φωνῆσαν	fwnh=san	φωνέω	fwne/w	v-sapanv-
φωνῆσαν	fwnh=san	φωνέω	fwne/w	v-sapana-
φωνῇ	fwnh=|	φωνέω	fwne/w	v2spse---
φωνῇ	fwnh=|	φωνέω	fwne/w	v2spie---
φωνῇ	fwnh=|	φωνέω	fwne/w	v3spsa---
φωνῇ	fwnh=|	φωνή	fwnh/	n-s---fd-
φάγοι	fa/goi	ἐσθίω	e)sqi/w	v3saoa---
φάγοι	fa/goi	φάγος	fa/gos	n-p---mn-
φάγοι	fa/goi	φάγος	fa/gos	n-p---mv-
φάγοι	fa/goi	φάγος	fa/gos	n-p---fn-
φάγοι	fa/goi	φάγος	fa/gos	n-p---fv-
φάγοι	fa/goi	φάγος	fa/gos	n-p---mn-
φάγοι	fa/goi	φάγος	fa/gos	n-p---mv-
φάγω	fa/gw	ἐσθίω	e)sqi/w	v1sasa---
φάγω	fa/gw	φάγος	fa/gos	n-d---mn-
φάγω	fa/gw	φάγος	fa/gos	n-d---mv-
φάγω	fa/gw	φάγος	fa/gos	n-d---ma-
φάγω	fa/gw	φάγος	fa/gos	n-d---fn-
φάγω	fa/gw	φάγος	fa/gos	n-d---fv-
φάγω	fa/gw	φάγος	fa/gos	n-d---fa-
φάγω	fa/gw	φάγος	fa/gos	n-d---nn-
φάγω	fa/gw	φάγος	fa/gos	n-d---nv-
φάγω	fa/gw	φάγος	fa/gos	n-d---na-
φάγω	fa/gw	φάγος	fa/gos	n-s---mg-
φάγω	fa/gw	φάγος	fa/gos	n-s---fg-
φάγω	fa/gw	φάγος	fa/gos	n-s---ng-
φάγω	fa/gw	φάγος	fa/gos	n-d---mn-
φάγω	fa/gw	φάγος	fa/gos	n-d---mv-
φάγω	fa/gw	φάγος	fa/gos	n-d---ma-
φάγω	fa/gw	φάγος	fa/gos	n-s---mg-
φάγωσιν	fa/gwsin	ἐσθίω	e)sqi/w	v3pasa---
φάγωσιν	fa/gwsin	φάγων	fa/gwn	n-p---md-
φάγῃς	fa/gh|s	ἐσθίω	e)sqi/w	v2sasa---
φάντασμά	fa/ntasma/	φάντασμα	fa/ntasma	n-s---nn-
φάντασμά	fa/ntasma/	φάντασμα	fa/ntasma	n-s---nv-
φάντασμά	fa/ntasma/	φάντασμα	fa/ntasma	n-s---na-
φέγγος	fe/ggos	φέγγος	fe/ggos	n-s---nn-
φέγγος	fe/ggos	φέγγος	fe/ggos	n-s---nv-
φέγγος	fe/ggos	φέγγος	fe/ggos	n-s---na-
φέρετε	fe/rete	φέρω	fe/rw	v2ppma---
φέρετε	fe/rete	φέρω	fe/rw	v2ppia---
φέρετε	fe/rete	φέρω	fe/rw	v2piia---
φέρετέ	fe/rete/	φέρω	fe/rw	v2ppma---
φέρετέ	fe/rete/	φέρω	fe/rw	v2ppia---
φέρετέ	fe/rete/	φέρω	fe/rw	v2piia---
φέροντες	fe/rontes	φέρω	fe/rw	v-pppamn-
φέροντες	fe/rontes	φέρω	fe/rw	v-pppamv-
φέρουσιν	fe/rousin	φέρω	fe/rw	v-pppamd-
φέρουσιν	fe/rousin	φέρω	fe/rw	v-pppand-
φέρουσιν	fe/rousin	φέρω	fe/rw	v3ppia---
φόβον	fo/bon	φόβος	fo/bos	n-s---ma-
φόνοι	fo/noi	φόνος	fo/nos	n-p---mn-
φόνοι	fo/noi	φόνος	fo/nos	n-p---mv-
φόνον	fo/non	φόνος	fo/nos	n-s---ma-
φύλλα	fu/lla	φύλλον	fu/llon	n-p---nn-
φύλλα	fu/lla	φύλλον	fu/llon	n-p---nv-
φύλλα	fu/lla	φύλλον	fu/llon	n-p---na-
φῶς	fw=s	φάος	fa/os	n-s---nn-
φῶς	fw=s	φάος	fa/os	n-s---nv-
φῶς	fw=s	φάος	fa/os	n-s---na-
χαλκίων	xalki/wn	χαλκίον	xalki/on	n-p---ng-
χαλκίων	xalki/wn	χαλκοῦς	xalkou=s	n-p---mg-
χαλκόν	xalko/n	χαλκός	xalko/s	n-s---ma-
χαλῶσι	xalw=si	χαλάω	xala/w	v-pppamd-
χαλῶσι	xalw=si	χαλάω	xala/w	v-pppand-
χαλῶσι	xalw=si	χαλάω	xala/w	v3ppsa---
χαλῶσι	xalw=si	χαλάω	xala/w	v3ppia---
χαλῶσι	xalw=si	χαλάω	xala/w	v-pfpamd-
χαλῶσι	xalw=si	χαλάω	xala/w	v-pfpand-
χαλῶσι	xalw=si	χαλάω	xala/w	v3pfia---
χαρᾶς	xara=s	χαρά	xara/	n-s---fg-
χειμῶνος	xeimw=nos	χειμών	xeimw/n	n-s---mg-
χειροποίητον	xeiropoi/hton	χειροποίητος	xeiropoi/htos	n-s---ma-
χειροποίητον	xeiropoi/hton	χειροποίητος	xeiropoi/htos	n-s---fa-
χειροποίητον	xeiropoi/hton	χειροποίητος	xeiropoi/htos	n-s---nn-
χειροποίητον	xeiropoi/hton	χειροποίητος	xeiropoi/htos	n-s---nv-
χειροποίητον	xeiropoi/hton	χειροποίητος	xeiropoi/htos	n-s---na-
χειρός	xeiro/s	χείρ	xei/r	n-s---fg-
χειρῶν	xeirw=n	χείρ	xei/r	n-p---fg-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppamv-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppann-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppanv-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppana-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v-sppamn-
χειρῶν	xeirw=n	χειρόω	xeiro/w	v--pna---
χερσίν	xersi/n	χείρ	xei/r	n-p---fd-
χείλεσίν	xei/lesi/n	χεῖλος	xei=los	n-p---nd-
χείρ	xei/r	χείρ	xei/r	n-s---fn-
χεῖρα	xei=ra	χείρ	xei/r	n-s---fa-
χεῖρας	xei=ras	χείρ	xei/r	n-p---fa-
χεῖρον	xei=ron	χείρων	xei/rwn	a-s---mv-
χεῖρον	xei=ron	χείρων	xei/rwn	a-s---fv-
χεῖρον	xei=ron	χείρων	xei/rwn	a-s---nn-
χεῖρον	xei=ron	χείρων	xei/rwn	a-s---nv-
χεῖρον	xei=ron	χείρων	xei/rwn	a-s---na-
χεῖρον	xei=ron	χείρων	xei/rwn	a-s---na-
χεῖρά	xei=ra/	χείρ	xei/r	n-s---fa-
χηρῶν	xhrw=n	χήρα	xh/ra	n-p---fg-
χηρῶν	xhrw=n	χηρόω	xhro/w	v-sppamv-
χηρῶν	xhrw=n	χηρόω	xhro/w	v-sppann-
χηρῶν	xhrw=n	χηρόω	xhro/w	v-sppanv-
χηρῶν	xhrw=n	χηρόω	xhro/w	v-sppana-
χηρῶν	xhrw=n	χηρόω	xhro/w	v-sppamn-
χηρῶν	xhrw=n	χηρόω	xhro/w	v--pna---
χιλιάρχοις	xilia/rxois	χιλίαρχος	xili/arxos	n-p---md-
χιτῶνας	xitw=nas	χιτών	xitw/n	n-p---ma-
χλωρῷ	xlwrw=|	χλωράω	xlwra/w	v3spoa---
χλωρῷ	xlwrw=|	χλωράζω	xlwra/zw	v3sfoa---
χλωρῷ	xlwrw=|	χλωρός	xlwro/s	a-s---md-
χλωρῷ	xlwrw=|	χλωρός	xlwro/s	a-s---nd-
χορτασθῆναι	xortasqh=nai	χορτάζω	xorta/zw	v--anp---
χορτάσαι	xorta/sai	χορτάζω	xorta/zw	v-sfpafd-
χορτάσαι	xorta/sai	χορτάζω	xorta/zw	v--ana---
χορτάσαι	xorta/sai	χορτάζω	xorta/zw	v3saoa---
χοίρους	xoi/rous	χοῖρος	xoi=ros	n-p---ma-
χοίρους	xoi/rous	χοῖρος	xoi=ros	n-p---fa-
χοίρων	xoi/rwn	χοῖρος	xoi=ros	n-p---mg-
χοίρων	xoi/rwn	χοῖρος	xoi=ros	n-p---fg-
χοῦν	xou=n	χάω	xa/w	v-sppamv-
χοῦν	xou=n	χάω	xa/w	v-sppann-
χοῦν	xou=n	χάω	xa/w	v-sppanv-
χοῦν	xou=n	χάω	xa/w	v-sppana-
χοῦν	xou=n	χάω	xa/w	v3piia---
χοῦν	xou=n	χάω	xa/w	v1siia---
χοῦν	xou=n	χόω	xo/w	v-sppamv-
χοῦν	xou=n	χόω	xo/w	v-sppann-
χοῦν	xou=n	χόω	xo/w	v-sppanv-
χοῦν	xou=n	χόω	xo/w	v-sppana-
χοῦν	xou=n	χόω	xo/w	v--pna---
χοῦν	xou=n	χόω	xo/w	v3piia---
χοῦν	xou=n	χόω	xo/w	v1siia---
χοῦν	xou=n	χοῦσ2	xou=s2	n-s---ma-
χρείαν	xrei/an	χρεία	xrei/a	n-s---fa-
χριστός	xristo/s	χριστός	xristo/s	a-s---mn-
χριστός	xristo/s	χριστός	xristo/s	n-s---mn-
χρήματα	xrh/mata	χρῆμα	xrh=ma	n-p---nn-
χρήματα	xrh/mata	χρῆμα	xrh=ma	n-p---nv-
χρήματα	xrh/mata	χρῆμα	xrh=ma	n-p---na-
χρόνον	xro/non	χρόνος	xro/nos	n-s---ma-
χρόνος	xro/nos	χρόνος	xro/nos	n-s---mn-
χωλόν	xwlo/n	χωλός	xwlo/s	a-s---ma-
χωλόν	xwlo/n	χωλός	xwlo/s	a-s---nn-
χωλόν	xwlo/n	χωλός	xwlo/s	a-s---nv-
χωλόν	xwlo/n	χωλός	xwlo/s	a-s---na-
χωρεῖν	xwrei=n	χωρέω	xwre/w	v--pna---
χωριζέτω	xwrize/tw	χωρίζω	xwri/zw	v3spma---
χωρίον	xwri/on	χωρέω	xwre/w	v-sppamv-
χωρίον	xwri/on	χωρέω	xwre/w	v-sppann-
χωρίον	xwri/on	χωρέω	xwre/w	v-sppanv-
χωρίον	xwri/on	χωρέω	xwre/w	v-sppana-
χωρίον	xwri/on	χωρίον	xwri/on	n-s---nn-
χωρίον	xwri/on	χωρίον	xwri/on	n-s---nv-
χωρίον	xwri/on	χωρίον	xwri/on	n-s---na-
χωρίς	xwri/s	χωρίς	xwri/s	d--------
χήρα	xh/ra	χήρα	xh/ra	n-d---fn-
χήρα	xh/ra	χήρα	xh/ra	n-d---fv-
χήρα	xh/ra	χήρα	xh/ra	n-d---fa-
χήρα	xh/ra	χήρα	xh/ra	n-s---fn-
χήρα	xh/ra	χήρα	xh/ra	n-s---fv-
χήρα	xh/ra	χήρα	xh/ra	a-d---fn-
χήρα	xh/ra	χήρα	xh/ra	a-d---fv-
χήρα	xh/ra	χήρα	xh/ra	a-d---fa-
χήρα	xh/ra	χήρα	xh/ra	a-s---fn-
χήρα	xh/ra	χήρα	xh/ra	a-s---fv-
χήρα	xh/ra	χῆρος	xh=ros	a-d---fn-
χήρα	xh/ra	χῆρος	xh=ros	a-d---fv-
χήρα	xh/ra	χῆρος	xh=ros	a-d---fa-
χήρα	xh/ra	χῆρος	xh=ros	a-s---fn-
χήρα	xh/ra	χῆρος	xh=ros	a-s---fv-
χόρτον	xo/rton	χόρτος	xo/rtos	n-s---ma-
χόρτῳ	xo/rtw|	χόρτος	xo/rtos	n-s---md-
χώρα	xw/ra	χώρα	xw/ra	n-d---fn-
χώρα	xw/ra	χώρα	xw/ra	n-d---fv-
χώρα	xw/ra	χώρα	xw/ra	n-d---fa-
χώρα	xw/ra	χώρα	xw/ra	n-s---fn-
χώρα	xw/ra	χώρα	xw/ra	n-s---fv-
χώραν	xw/ran	χώρα	xw/ra	n-s---fa-
χώρας	xw/ras	χώρα	xw/ra	n-p---fa-
χώρας	xw/ras	χώρα	xw/ra	n-s---fg-
ψευδομαρτυρήσῃς	yeudomarturh/sh|s	ψευδομαρτυρέω	yeudomarture/w	v2sasa---
ψευδοπροφῆται	yeudoprofh=tai	ψευδοπροφήτης	yeudoprofh/ths	n-p---mn-
ψευδοπροφῆται	yeudoprofh=tai	ψευδοπροφήτης	yeudoprofh/ths	n-p---mv-
ψευδόχριστοι	yeudo/xristoi	ψευδόχριστος	yeudo/xristos	n-p---mn-
ψευδόχριστοι	yeudo/xristoi	ψευδόχριστος	yeudo/xristos	n-p---mv-
ψιχίων	yixi/wn	ψιχίον	yixi/on	n-p---ng-
ψυχή	yuxh/	ψυχή	yuxh/	n-s---fn-
ψυχή	yuxh/	ψυχή	yuxh/	n-s---fv-
ψυχήν	yuxh/n	ψυχή	yuxh/	n-s---fa-
ψυχῆς	yuxh=s	ψυχάζω	yuxa/zw	v2sfia---
ψυχῆς	yuxh=s	ψυχή	yuxh/	n-s---fg-
ἀγαθοποιῆσαι	a)gaqopoih=sai	ἀγαθοποιέω	a)gaqopoie/w	v--ana---
ἀγαθέ	a)gaqe/	ἀγαθός	a)gaqo/s	a-s---mv-
ἀγαθόν	a)gaqo/n	ἀγαθός	a)gaqo/s	a-s---ma-
ἀγαθόν	a)gaqo/n	ἀγαθός	a)gaqo/s	a-s---nn-
ἀγαθόν	a)gaqo/n	ἀγαθός	a)gaqo/s	a-s---nv-
ἀγαθόν	a)gaqo/n	ἀγαθός	a)gaqo/s	a-s---na-
ἀγαθός	a)gaqo/s	ἀγαθός	a)gaqo/s	a-s---mn-
ἀγανακτεῖν	a)ganaktei=n	ἀγανακτέω	a)ganakte/w	v--pna---
ἀγανακτοῦντες	a)ganaktou=ntes	ἀγανακτέω	a)ganakte/w	v-pppamn-
ἀγανακτοῦντες	a)ganaktou=ntes	ἀγανακτέω	a)ganakte/w	v-pppamv-
ἀγαπητόν	a)gaphto/n	ἀγαπητός	a)gaphto/s	a-s---ma-
ἀγαπητόν	a)gaphto/n	ἀγαπητός	a)gaphto/s	a-s---nn-
ἀγαπητόν	a)gaphto/n	ἀγαπητός	a)gaphto/s	a-s---nv-
ἀγαπητόν	a)gaphto/n	ἀγαπητός	a)gaphto/s	a-s---na-
ἀγαπητός	a)gaphto/s	ἀγαπητός	a)gaphto/s	a-s---mn-
ἀγαπήσεις	a)gaph/seis	ἀγάπησις	a)ga/phsis	n-p---fn-
ἀγαπήσεις	a)gaph/seis	ἀγάπησις	a)ga/phsis	n-p---fv-
ἀγαπήσεις	a)gaph/seis	ἀγάπησις	a)ga/phsis	n-p---fn-
ἀγαπήσεις	a)gaph/seis	ἀγάπησις	a)ga/phsis	n-p---fa-
ἀγαπήσεις	a)gaph/seis	ἀγαπάω	a)gapa/w	v2sasa---
ἀγαπήσεις	a)gaph/seis	ἀγαπάω	a)gapa/w	v2sfia---
ἀγαπήσεις	a)gaph/seis	ἀγαπάω	a)gapa/w	v2stia---
ἀγαπᾷν	a)gapa=|n	ἀγαπάω	a)gapa/w	v--pna---
ἀγγαρεύουσιν	a)ggareu/ousin	ἀγγαρεύω	a)ggareu/w	v-pppamd-
ἀγγαρεύουσιν	a)ggareu/ousin	ἀγγαρεύω	a)ggareu/w	v-pppand-
ἀγγαρεύουσιν	a)ggareu/ousin	ἀγγαρεύω	a)ggareu/w	v3ppia---
ἀγγέλους	a)gge/lous	ἄγγελος	a)/ggelos	n-p---ma-
ἀγγέλους	a)gge/lous	ἄγγελος	a)/ggelos	n-p---fa-
ἀγγέλων	a)gge/lwn	ἄγγελος	a)/ggelos	n-p---mg-
ἀγγέλων	a)gge/lwn	ἄγγελος	a)/ggelos	n-p---fg-
ἀγγέλων	a)gge/lwn	ἀναγελάω	a)nagela/w	v3piia---
ἀγγέλων	a)gge/lwn	ἀναγελάω	a)nagela/w	v1siia---
ἀγνάφου	a)gna/fou	ἄγναφος	a)/gnafos	n-s---mg-
ἀγνάφου	a)gna/fou	ἄγναφος	a)/gnafos	n-s---fg-
ἀγνάφου	a)gna/fou	ἄγναφος	a)/gnafos	n-s---ng-
ἀγοραῖς	a)gorai=s	ἀγορά	a)gora/	n-p---fd-
ἀγοράζοντας	a)gora/zontas	ἀγοράζω	a)gora/zw	v-pppama-
ἀγοράσας	a)gora/sas	ἀγοράζω	a)gora/zw	v-pfpafa-
ἀγοράσας	a)gora/sas	ἀγοράζω	a)gora/zw	v-sfpafg-
ἀγοράσας	a)gora/sas	ἀγοράζω	a)gora/zw	v-sapamn-
ἀγοράσας	a)gora/sas	ἀγοράζω	a)gora/zw	v-sapamv-
ἀγοράσωμεν	a)gora/swmen	ἀγοράζω	a)gora/zw	v1pasa---
ἀγοράσωσιν	a)gora/swsin	ἀγοράζω	a)gora/zw	v3pasa---
ἀγορᾶς	a)gora=s	ἀγορά	a)gora/	n-s---fg-
ἀγορᾶς	a)gora=s	ἀγοράζω	a)gora/zw	v2sfia---
ἀγρεύσωσιν	a)greu/swsin	ἀγρεύω	a)greu/w	v3pasa---
ἀγρούς	a)grou/s	ἀγρός	a)gro/s	n-p---ma-
ἀγροῦ	a)grou=	ἀγρέω	a)gre/w	v2siie---
ἀγροῦ	a)grou=	ἀγρέω	a)gre/w	v2spme---
ἀγροῦ	a)grou=	ἀγρέω	a)gre/w	v2siie---
ἀγροῦ	a)grou=	ἀγρός	a)gro/s	n-s---mg-
ἀγρυπνεῖτε	a)grupnei=te	ἀγρυπνέω	a)grupne/w	v2piia---
ἀγρυπνεῖτε	a)grupnei=te	ἀγρυπνέω	a)grupne/w	v2ppma---
ἀγρυπνεῖτε	a)grupnei=te	ἀγρυπνέω	a)grupne/w	v2ppoa---
ἀγρυπνεῖτε	a)grupnei=te	ἀγρυπνέω	a)grupne/w	v2ppia---
ἀγρυπνεῖτε	a)grupnei=te	ἀγρυπνέω	a)grupne/w	v2piia---
ἀγρόν	a)gro/n	ἀγρός	a)gro/s	n-s---ma-
ἀγρῶν	a)grw=n	ἄγρα	a)/gra	n-p---fg-
ἀγρῶν	a)grw=n	ἀγρέω	a)gre/w	v-sppamn-
ἀγρῶν	a)grw=n	ἀγρός	a)gro/s	n-p---mg-
ἀγέλη	a)ge/lh	ἀγέλη	a)ge/lh	n-s---fn-
ἀγέλη	a)ge/lh	ἀγέλη	a)ge/lh	n-s---fv-
ἀδελφαί	a)delfai/	ἀδελφή	a)delfh/	n-p---fn-
ἀδελφαί	a)delfai/	ἀδελφή	a)delfh/	n-p---fv-
ἀδελφοί	a)delfoi/	ἀδελφός	a)delfo/s	n-p---mn-
ἀδελφοί	a)delfoi/	ἀδελφός	a)delfo/s	n-p---mv-
ἀδελφούς	a)delfou/s	ἀδελφός	a)delfo/s	n-p---ma-
ἀδελφοῦ	a)delfou=	ἀδελφός	a)delfo/s	n-s---mg-
ἀδελφάς	a)delfa/s	ἀδελφή	a)delfh/	n-p---fa-
ἀδελφή	a)delfh/	ἀδελφή	a)delfh/	n-s---fn-
ἀδελφή	a)delfh/	ἀδελφή	a)delfh/	n-s---fv-
ἀδελφόν	a)delfo/n	ἀδελφός	a)delfo/s	n-s---ma-
ἀδελφός	a)delfo/s	ἀδελφός	a)delfo/s	n-s---mn-
ἀδελφῷ	a)delfw=|	ἀδελφός	a)delfo/s	n-s---md-
ἀδημονεῖν	a)dhmonei=n	ἀδημονέω	a)dhmone/w	v--pna---
ἀδύνατον	a)du/naton	ἀδύνατος	a)du/natos	n-s---ma-
ἀδύνατον	a)du/naton	ἀδύνατος	a)du/natos	n-s---fa-
ἀδύνατον	a)du/naton	ἀδύνατος	a)du/natos	n-s---nn-
ἀδύνατον	a)du/naton	ἀδύνατος	a)du/natos	n-s---nv-
ἀδύνατον	a)du/naton	ἀδύνατος	a)du/natos	n-s---na-
ἀζύμων	a)zu/mwn	ἄζυμος	a)/zumos	n-p---mg-
ἀζύμων	a)zu/mwn	ἄζυμος	a)/zumos	n-p---fg-
ἀζύμων	a)zu/mwn	ἄζυμος	a)/zumos	n-p---ng-
ἀθετεῖτε	a)qetei=te	ἀθετέω	a)qete/w	v2piia---
ἀθετεῖτε	a)qetei=te	ἀθετέω	a)qete/w	v2ppma---
ἀθετεῖτε	a)qetei=te	ἀθετέω	a)qete/w	v2ppoa---
ἀθετεῖτε	a)qetei=te	ἀθετέω	a)qete/w	v2ppia---
ἀθετεῖτε	a)qetei=te	ἀθετέω	a)qete/w	v2piia---
ἀθετῆσαι	a)qeth=sai	ἀθετέω	a)qete/w	v--ana---
ἀκαθάρτοις	a)kaqa/rtois	ἀκάθαρτος	a)ka/qartos	n-p---md-
ἀκαθάρτοις	a)kaqa/rtois	ἀκάθαρτος	a)ka/qartos	n-p---fd-
ἀκαθάρτοις	a)kaqa/rtois	ἀκάθαρτος	a)ka/qartos	n-p---nd-
ἀκαθάρτων	a)kaqa/rtwn	ἀκάθαρτος	a)ka/qartos	n-p---mg-
ἀκαθάρτων	a)kaqa/rtwn	ἀκάθαρτος	a)ka/qartos	n-p---fg-
ἀκαθάρτων	a)kaqa/rtwn	ἀκάθαρτος	a)ka/qartos	n-p---ng-
ἀκαθάρτῳ	a)kaqa/rtw|	ἀκάθαρτος	a)ka/qartos	n-s---md-
ἀκαθάρτῳ	a)kaqa/rtw|	ἀκάθαρτος	a)ka/qartos	n-s---fd-
ἀκαθάρτῳ	a)kaqa/rtw|	ἀκάθαρτος	a)ka/qartos	n-s---nd-
ἀκοαί	a)koai/	ἀκοή	a)koh/	n-p---fn-
ἀκοαί	a)koai/	ἀκοή	a)koh/	n-p---fv-
ἀκολουθείτω	a)kolouqei/tw	ἀκολουθέω	a)kolouqe/w	v3spma---
ἀκολουθοῦντες	a)kolouqou=ntes	ἀκολουθέω	a)kolouqe/w	v-pppamn-
ἀκολουθοῦντες	a)kolouqou=ntes	ἀκολουθέω	a)kolouqe/w	v-pppamv-
ἀκολουθοῦσιν	a)kolouqou=sin	ἀκολουθέω	a)kolouqe/w	v-pppamd-
ἀκολουθοῦσιν	a)kolouqou=sin	ἀκολουθέω	a)kolouqe/w	v-pppand-
ἀκολουθοῦσιν	a)kolouqou=sin	ἀκολουθέω	a)kolouqe/w	v3ppia---
ἀκολουθήσατε	a)kolouqh/sate	ἀκολουθέω	a)kolouqe/w	v2pama---
ἀκολουθήσατε	a)kolouqh/sate	ἀκολουθέω	a)kolouqe/w	v2paia---
ἀκολουθήσατε	a)kolouqh/sate	ἀκολουθέω	a)kolouqe/w	v2paia---
ἀκολουθήσει	a)kolouqh/sei	ἀκολούθησις	a)kolou/qhsis	n-d---fn-
ἀκολουθήσει	a)kolouqh/sei	ἀκολούθησις	a)kolou/qhsis	n-d---fv-
ἀκολουθήσει	a)kolouqh/sei	ἀκολούθησις	a)kolou/qhsis	n-d---fa-
ἀκολουθήσει	a)kolouqh/sei	ἀκολούθησις	a)kolou/qhsis	n-s---fd-
ἀκολουθήσει	a)kolouqh/sei	ἀκολούθησις	a)kolou/qhsis	n-s---fd-
ἀκολουθήσει	a)kolouqh/sei	ἀκολουθέω	a)kolouqe/w	v3sasa---
ἀκολουθήσει	a)kolouqh/sei	ἀκολουθέω	a)kolouqe/w	v2sfim---
ἀκολουθήσει	a)kolouqh/sei	ἀκολουθέω	a)kolouqe/w	v3sfia---
ἀκολουθήσει	a)kolouqh/sei	ἀκολουθέω	a)kolouqe/w	v2stie---
ἀκολουθήσει	a)kolouqh/sei	ἀκολουθέω	a)kolouqe/w	v3stia---
ἀκολούθει	a)kolou/qei	ἀκολουθέω	a)kolouqe/w	v3siia---
ἀκολούθει	a)kolou/qei	ἀκολουθέω	a)kolouqe/w	v2spma---
ἀκολούθει	a)kolou/qei	ἀκολουθέω	a)kolouqe/w	v3siia---
ἀκουέτω	a)koue/tw	ἀκούω	a)kou/w	v3spma---
ἀκοάς	a)koa/s	ἀκοή	a)koh/	n-p---fa-
ἀκοή	a)koh/	ἀκοή	a)koh/	n-s---fn-
ἀκοή	a)koh/	ἀκοή	a)koh/	n-s---fv-
ἀκούειν	a)kou/ein	ἀκούω	a)kou/w	v--pna---
ἀκούετε	a)kou/ete	ἀκούω	a)kou/w	v2piia---
ἀκούετε	a)kou/ete	ἀκούω	a)kou/w	v2ppma---
ἀκούετε	a)kou/ete	ἀκούω	a)kou/w	v2ppia---
ἀκούετε	a)kou/ete	ἀκούω	a)kou/w	v2piia---
ἀκούοντες	a)kou/ontes	ἀκούω	a)kou/w	v-pppamn-
ἀκούοντες	a)kou/ontes	ἀκούω	a)kou/w	v-pppamv-
ἀκούουσιν	a)kou/ousin	ἀκούω	a)kou/w	v-pppamd-
ἀκούουσιν	a)kou/ousin	ἀκούω	a)kou/w	v-pppand-
ἀκούουσιν	a)kou/ousin	ἀκούω	a)kou/w	v3ppia---
ἀκούσαντες	a)kou/santes	ἀκούω	a)kou/w	v-papamn-
ἀκούσαντες	a)kou/santes	ἀκούω	a)kou/w	v-papamv-
ἀκούσας	a)kou/sas	ἀέκων	a)e/kwn	a-p---fa-
ἀκούσας	a)kou/sas	ἀέκων	a)e/kwn	a-s---fg-
ἀκούσας	a)kou/sas	ἀκέω	a)ke/w	v-pppafa-
ἀκούσας	a)kou/sas	ἀκέω	a)ke/w	v-sppafg-
ἀκούσας	a)kou/sas	ἀκούω	a)kou/w	v-sapamn-
ἀκούσας	a)kou/sas	ἀκούω	a)kou/w	v-sapamv-
ἀκούσασα	a)kou/sasa	ἀκούω	a)kou/w	v-sapafn-
ἀκούσασα	a)kou/sasa	ἀκούω	a)kou/w	v-sapafv-
ἀκούσητε	a)kou/shte	ἀκούω	a)kou/w	v2pasa---
ἀκούσωσιν	a)kou/swsin	ἀκούω	a)kou/w	v3pasa---
ἀκούωσι	a)kou/wsi	ἀκούω	a)kou/w	v3ppsa---
ἀκρίδας	a)kri/das	ἀκρίς	a)kri/s	n-p---fa-
ἀκυροῦντες	a)kurou=ntes	ἀκυρόω	a)kuro/w	v-pppamn-
ἀκυροῦντες	a)kurou=ntes	ἀκυρόω	a)kuro/w	v-pppamv-
ἀκάθαρτα	a)ka/qarta	ἀκάθαρτος	a)ka/qartos	n-p---nn-
ἀκάθαρτα	a)ka/qarta	ἀκάθαρτος	a)ka/qartos	n-p---nv-
ἀκάθαρτα	a)ka/qarta	ἀκάθαρτος	a)ka/qartos	n-p---na-
ἀκάθαρτον	a)ka/qarton	ἀκάθαρτος	a)ka/qartos	n-s---ma-
ἀκάθαρτον	a)ka/qarton	ἀκάθαρτος	a)ka/qartos	n-s---fa-
ἀκάθαρτον	a)ka/qarton	ἀκάθαρτος	a)ka/qartos	n-s---nn-
ἀκάθαρτον	a)ka/qarton	ἀκάθαρτος	a)ka/qartos	n-s---nv-
ἀκάθαρτον	a)ka/qarton	ἀκάθαρτος	a)ka/qartos	n-s---na-
ἀκάνθας	a)ka/nqas	ἄκανθα	a)/kanqa	n-p---fa-
ἀκάνθας	a)ka/nqas	ἄκανθα	a)/kanqa	n-s---fg-
ἀκάνθινον	a)ka/nqinon	ἀκάνθινος	a)ka/nqinos	a-s---ma-
ἀκάνθινον	a)ka/nqinon	ἀκάνθινος	a)ka/nqinos	a-s---nn-
ἀκάνθινον	a)ka/nqinon	ἀκάνθινος	a)ka/nqinos	a-s---nv-
ἀκάνθινον	a)ka/nqinon	ἀκάνθινος	a)ka/nqinos	a-s---na-
